,식당명,대표메뉴,주소
1196,폴앤폴리나,베이커리,서울특별시 마포구 서교동 343-11
1197,라연,한정식,서울특별시 중구 장충동2가 202
1198,로칸다몽로,이탈리아식,서울특별시 마포구 서교동 377-20
1199,이심,커피전문점,서울특별시 마포구 연남동 227-5
1200,미로식당,모던한식,서울특별시 마포구 창전동 6-99
1201,테라로사(광화문점),커피전문점 #커피 #카페,서울특별시 종로구 중학동 19
1202,스시이끼,스시,서울특별시 종로구 중학동 19
1203,라뒤레,마카롱,서울특별시 서초구 반포동 19-3
1204,나무,퓨전일식,서울특별시 광진구 광장동 21
1205,더가든,이탈리아식,서울특별시 강남구 역삼동 60
1206,더레스토랑,프랑스식,서울특별시 종로구 소격동 59-1
1207,더반프라임스테이크하우스,스테이크,서울특별시 강남구 청담동 83-12
1208,디저트리,디저트카페,서울특별시 강남구 신사동 653-7
1209,붓처스컷,스테이크,서울특별시 용산구 한남동 683-134
1210,브레드랩,베이커리,서울특별시 영등포구 여의도동 13-25
1211,스바루,소바,서울특별시 서초구 방배본동 18-23
1212,스시마츠모토,스시,서울특별시 강남구 신사동 630-1
1213,알레그리아,커피전문점,서울특별시 서초구 서초동 1344-13
1214,예당,퓨전한식,서울특별시 강남구 신사동 628-20
1215,오키친,프랑스식,서울특별시 종로구 중학동 19
1216,올드크로와상팩토리,패스트리,서울특별시 마포구 서교동 327-44
1217,취홍,일반중식,서울특별시 강남구 역삼동 602
1218,키친,미국식,서울특별시 광진구 광장동 21
1219,파리스그릴,프랑스식,서울특별시 용산구 한남동 747-7
1220,피에르에르메,마카롱,서울특별시 강남구 삼성동 159-1
1221,가온,한정식 코스요리,서울특별시 강남구 도산대로 317 신사동 651-24 호림아트센터 M층
1222,라연,한정식,서울특별시 중구 동호로 249 장충동2가 202
1223,곳간,한식,서울특별시 영등포구 여의대로 24 여의도동 28-1
1224,권숙수,"한정식, 코스요리",서울특별시 강남구 압구정로80길 37 청담동 92-18
1225,정식당,"한정식, 코스요리",서울특별시 강남구 선릉로158길 11 청담동 83-24
1226,코지마,"일식, 스시, 오마카세",서울특별시 강남구 압구정로60길 21 청담동 89-17 분더샵(A)
1227,다이닝인스페이스,프렌치 컨템포러리,서울특별시 종로구 율곡로 83 원서동 219
1228,도사바이백승욱,모던 한식요리,서울특별시 강남구 도산대로67길 7 청담동 92-12 파크빌딩 지하 1층
1229,라미띠에,프렌치,서울특별시 강남구 언주로153길 7 신사동 628-16 2층
1230,리스토란테 에오,"이탈리안, 코스요리",서울특별시 강남구 도산대로75길 15 청담동 96-22 노노빌딩 5층 (THE 맛있는밥집5층)
1231,밍글스,"코리안 컨템포러리, 한식",서울특별시 강남구 선릉로 757 논현동 94-9 더채플앳 청담
1232,발우공양,사찰음식,서울특별시 종로구 우정국로 56 견지동 71
1233,보트르 메종,프렌치 컨템포러리,서울특별시 강남구 언주로168길 16 신사동 645-1 히든하우스
1234,비채나,한정식,서울특별시 송파구 올림픽로 300 신천동 29 롯데월드타워 81층
1235,스와니예,이노베이티브,서울특별시 서초구 반포대로39길 46 반포동 549-17 지하 1층
1236,알라 프리마,"파스타, 스테이크, 샐러드",서울특별시 강남구 학동로17길 13 논현동 42-6 인본
1237,포시즌스호텔서울 유유안,"베이징덕, 딤섬, 광둥식요리, 중식",서울특별시 종로구 새문안로 97 당주동 29 11층
1238,익스퀴진,"한식퓨전, 양식, 이노베이티브",서울특별시 강남구 삼성로140길 6 청담동 63-11 라파빌딩
1239,제로컴플렉스,"프랑스음식, 코스요리",서울특별시 중구 퇴계로6가길 30 남창동 194
1240,주옥,"한식, 파인다이닝, 코스요리",서울특별시 강남구 선릉로148길 52-7
1241,진진,"중식, 대게살볶음, 멘보샤",서울특별시 마포구 잔다리로 123 서교동 469-67
1242,큰기와집,간장게장,서울특별시 종로구 북촌로5길 62 소격동 122-3
1243,테이블 포 포,"파인 다이닝, 코스요리",서울특별시 서초구 사평대로14길 11 반포동 110-1 명빌딩
1244,품 서울,"한정식, 파인다이닝",서울특별시 용산구 두텁바위로60길 49 후암동 358-17 대원정사 빌딩 별관 4층
1245,가온,한식,서울특별시 강남구 신사동 651-24 
1246,곳간 by 이종국,한식,서울특별시 영등포구 여의도동 28-1 
1247,권숙수,한식,서울특별시 강남구 신사동 643-18
1248,다이닝 인 스페이스,프렌치 컨템포러리,서울특별시 종로구 원서동 219 
1249,라미띠에,프렌치,서울특별시 강남구 신사동 628-16 
1250,라연,한식,서울특별시 중구 장충동2가 202 
1251,리스토란테 에오,이탈리안 컨템포러리,서울특별시 강남구 청담동 96-22
1252,밍글스,코리안 컨템포러리,서울특별시 강남구 논현동 94-9
1253,발우공양,사찰음식,서울특별시 종로구 견지동 71 
1254,보름쇠,바비큐,서울특별시 강남구 삼성동 155-5 
1255,보트르 메종,프렌치 컨템포러리,서울특별시 강남구 신사동 645-1
1256,비채나,한식,서울특별시 용산구 한남동 740-1 
1257,스와니예,이노베이티브,서울특별시 서초구 반포동 549-17 
1258,알라 프리마,이노베이티브,서울특별시 강남구 논현동 67-11 
1259,유 유안,중식,서울특별시 종로구 당주동 29 
1260,이십사절기,코리안 컨템포러리,서울특별시 강남구 신사동 589-17 
1261,정식당,코리안 컨템포러리,서울특별시 강남구 청담동 83-24 
1262,제로 컴플렉스,이노베이티브,서울특별시 서초구 방배동 1-138 
1263,진진,중식,서울특별시 마포구 서교동 469-67 
1264,코지마,스시,서울특별시 강남구 청담동 89 
1265,큰기와집,게장,서울특별시 종로구 소격동 122-3 
1266,품,한식,서울특별시 용산구 후암동 358-17 
1267,피에르 가니에르,프렌치 컨템포러리,서울특별시 중구 소공동 1 
1268,하모,한식,서울특별시 강남구 신사동 627-13
1269,서울 밤도깨비 야시장,"토시살버터구이, 크레페",서울특별시 영등포구 여의도동 8
1270,올드나이브스,스테이크,서울특별시 용산구 용산동2가 27-5
1271,연교,소룡포,서울특별시 마포구 연남동 383-95
1272,산동만두,새우군만두 9개,서울특별시 용산구 후암로28길 7 북성동2가 9-11
1273,도산분식,도산비빔면,서울특별시 강남구 신사동 652-7
1274,센시티브서울특별시,딥퍼플피자,서울특별시 용산구 한남대로 27가길 26-16 한남동 729-7 1층
1275,스마일포장마차,묵은지닭볶음탕,서울특별시 서초구 반포동 1166
1276,수연산방,단호박 빙수,서울특별시 성북구 성북로 26길 8 북성동2가 9-11
1277,경춘자의 라면 땡기는 날,짬뽕라면,서울특별시 종로구 화동 138-21
1278,백부장집,닭한마리,서울특별시 종로구 공평동 129
1279,어머니 대성집,해장국,서울특별시 동대문구 용신동 754-9
1280,해룡마라롱샤,매운가재볶음,서울특별시 중구 을지로41길 28 3층 을지로6가 18-66 3층
1281,어라운드 그린,블랙빈스테이크,서울특별시 마포구 포은로 5길 47 망원1동 405-1
1282,황소고집,고추장불고기백반,서울특별시 종로구 관철동 11-11
1283,만포막국수,찜닭,서울특별시 중구 동호로 14길 2 다산동 425-18
1284,홍미닭발,통닭발,서울특별시 강남구 신사동 502-1
1285,한신VIP 일번지 포차,삼치구이,서울특별시 서초구 서초동 1424-8
1286,타지,"탄두리 치킨, 새우 커리",서울특별시 중구 명동1가 1-3
1287,황평집,"닭곰탕, 닭전골",서울특별시 중구 마른내로 74 인현동2가 135-13
1288,라면점빵,알라면,서울특별시 종로구 필운동 202
1289,삼숙이 라면,삼숙이라면,서울특별시 종로구 인사동 220-2
1290,오세계향,채식짜장,서울특별시 종로구 인사동 12길 14-5
1291,산마루돌구이,산낙지돌구이,서울특별시 용산구 한강대로 62다길 12
1292,라면 사무소,까르보나라라면,서울특별시 마포구 공덕동 475
1293,오스테리아 오르조,화이트 라구 파스타,서울특별시 용산구 한남동 31-13
1294,애플하우스,떡볶이,서울특별시 서초구 반포동 978 신반포로 50
1295,침니펍,생크림 굴뚝빵,서울특별시 종로구 통의동 35-4
1296,공평동꼼장어,꼼장이구이,서울특별시 종로구 우정국로 29 공평동 120-2
1297,까델루뽀,이탈리안 코스요리,서울특별시 종로구 효자동 39-1
1298,목멱산방,산방비빔밥,서울특별시 중구 예장동 산5-6
1299,변강성가자미,철가마전골,서울특별시 구로구 도림로 101 구로동 151
1300,더풍년,모듬해물,서울특별시 서대문구 통일로 189-1 영천동 323 영천시장 D열
1301,돌체테리아,먹물치즈식빵,서울특별시 마포구 와우산로 18길 29
1302,야스노야,"생 양갈비, 생 양등심",서울특별시 용산구 후암로 8-1 후암동 251-15 1층
1303,방콕야시장,어쑤언,서울특별시 관악구 관악로 14길 38
1304,도이농,"소고기 국수, 버마식 커리",서울특별시 중구 을지로9길 14 수표동 56-11 2층
1305,호계식,닭온반정식,서울특별시 마포구 합정동 433-1
1306,충화반점,라구짜장,서울특별시 마포구 백범로 1길 8-9
1307,미자식당,명란돈가쓰,서울특별시 송파구 송파동 51-9
1308,뽀빠이분식,"떡볶이, 라면, 쫄면",서울특별시 송파구 신천동 7
1309,커피한약방,필터커피,서울특별시 중구 을지로2가 101-34
1310,빵어니스타,두부케이크,서울특별시 마포구 성미산로 153-13
1311,세상 끝의 라멘,끝라멘,서울특별시 마포구 양화로 7길 6-5
1312,훼드라,최루탄라면,서울특별시 서대문구 창천동 62-4
1313,골든크럼블 바이 몽고네,"크럼블, 티라미수",서울특별시 용산구 두텁바위로 후암동 43-14 티엠타운 1층 골든크럼블
1314,해녀김밥,해녀김밥,서울특별시 강남구 논현로 85길 52
1315,연남동 분식점,단팥떡볶이,서울특별시 마포구 동교로 220
1316,사루카메,사루라멘,서울특별시 마포구 연남동 566-67
1317,팔덕식당,양푼동갈비찜,서울특별시 서대문구 연세로5다길 41
1318,익선잡방,마스카포네 치즈 오믈렛,서울특별시 종로구 수표로 28길 17-21
1319,동네정미소,오늘의 밥상,서울특별시 마포구 서교동 468-20
1320,그레인,나만의 브런치,서울특별시 마포구 동교로 46길 23
1321,억조,참복불고기,서울특별시 종로구 종로 35길 21-8
1322,프엉쌀국수,쌀국수,서울특별시 용산구 이태원동 118-40
1323,니코키친,마가리따 피자,서울특별시 종로구 권동동 187-21
1324,펄쉘,오이스터 플래터,서울특별시 용산구 대사관로 31길 16
1325,미래 한우,국수전골,서울특별시 마포구 마포대로 144 태영빌딩
1326,숑가떡볶이,팥빙수,서울특별시 동대문구 답십리로 51길 3-10 답십리동 66-39
1327,모헤닉스테이 308,"모헤닉 핫도그, 아메리카노",서울특별시 영등포구 문래동3가 54-20
1328,을지식당,프랑스육회,서울특별시 중구 충무로 47 3층 을지로3가 296-2 3+층
1329,효도치킨,꽈리멸 치킨,서울특별시 강남구 도산대로46길 21
1330,홍능족발 1977,족발,서울특별시 동대문구 홍릉로 20
1331,지능계발,레인보우 라떼,서울특별시 마포구 망원동 397-14
1332,남한강민물매운탕,민물참게매운탕,서울특별시 광진구 화양동 24-44
1333,소금집델리,잠봉뵈르 샌드위치,서울특별시 마포구 월드컵로 19길 14
1334,빅가이즈크랩,갈릭랍스터,서울특별시 송파구 올림픽로 240
1335,등나무집,소꼬리찜,서울특별시 동작구 신대방동 687-14 대림로 52
1336,파크 하얏트 서울특별시 더라운지,당근 초콜릿 빙수,서울특별시 강남구 테헤란로 606 대치동 995-14 파크 하얏트 서울특별시 24층
1337,낙서파전,파전,서울특별시 동대문구 회기로 28길 11
1338,여의도 메리어트 파크카페,알로하빙수,서울특별시 영등포구 여의대로 8 여의도파크센터
1339,옛날빈대떡,고기녹두빈대떡,서울특별시 양천구 공항대로 638
1340,먹거리 양곱창,곱창구이,서울특별시 서초구 잠원동 22-1
1341,일번지포장마차,시골돼지볶음,서울특별시 동작구 사당동 1030-3
1342,대합탕수제비포장마차,수제비대합탕,서울특별시 양천구 목동 912 목동아파트 5단지 B상가
1343,바오담,브런치2인,서울특별시 영등포구 당산로 27길 9-2
1344,빨대네집,물회,서울특별시 양천구 은행정로1길 2
1345,미우야,소바스시,서울특별시 서초구 강남대로 23길 90
1346,미미면가,냉소바,서울특별시 강남구 신사동 521-16
1347,이자카야 카덴,런치벤또,서울특별시 서대문구 연희동 81-1 거화빌딩 2층
1348,마키보이,샌드마키,서울특별시 영등포구 여의 대방로 383 경도빌딩 109호
1349,오후의 과일,수플레 팬케이크,서울특별시 관악구 관악로 14길 15
1350,로만테이,이소베마끼,서울특별시 강남구 선릉로 155길 29
1351,보라,보라 빙수,서울특별시 종로구 율곡로3길 75-3 소격동 149-5 1층
1352,비채나,한식 코스요리,서울특별시 송파구 신천동 29 롯데월드타워 81층
1353,그릴데미그라스,함박스테이크,서울특별시 종로구 팔판동 128
1354,논현장어,장어냉수육,서울특별시 강남구 학동로 106
1355,반미니,"라면, 점보닭다리",서울특별시 서초구 반포동 115-6
1356,원조포장마차,병어찜,서울특별시 송파구 가락동 96-18
1357,크림필즈,쿠키몬스터컵케이크,서울특별시 서대문구 연희맛로 33 2층
1358,스즈란테이,히레까스,서울특별시 용산구 이촌동 301-151 지하1층
1359,유정식당,흑돼지돌솥비빔밥,서울특별시 강남구 논현동 8-8
1360,프랑스포차,"슈크르트, 부야베스",서울특별시 성동구 성수동2가 315-30
1361,그동네떡볶이,마늘기름떡볶이,서울특별시 마포구 와우산로 27길 14
1362,오리지널 팬케이크 하우스,더치베이비,서울특별시 강남구 강남대로 162길 41
1363,을지OB베어,"노가리, 호프",서울특별시 중구 을지로3가 95-4
1364,수엔 190,팔진초면,서울특별시 중구 퇴계로 190
1365,발리비스트로,나시고랭,서울특별시 마포구 노고산동 31-74
1366,불이아,불이아 정식,서울특별시 강남구 역삼동 668-14
1367,줘마양다리구이,양다리구이,서울특별시 영등포구 대림동 1056-7
1368,매화반점,"깐풍기, 깐쇼새우",서울특별시 광진구 자양동 5-11
1369,콘래드서울특별시 37그릴앤바,망고 빙수,서울특별시 영등포구 국제금융로 10 여의도동 23 서울특별시 국제금융 센터
1370,남해바다마차,참소라회,서울특별시 성북구 석관동 133-62
1371,엉짱윤치킨,닭강정,서울특별시 양천구 목동동로 177
1372,자성당,온쫄면,서울특별시 마포구 잔다리로 7안길 3
1373,림가기,사천식 매운탕면,서울특별시 마포구 와우산로 29길 4-13
1374,헴라갓,쌀국수,서울특별시 중구 회현동 1가 208
1375,왕자장어,아나고구이,서울특별시 강남구 신사동 646-16
1376,와룡동 닭매운탕,닭매운탕,서울특별시 종로구 율곡로 10길 30
1377,더버뮤다,쿠바샌드위치,서울특별시 용산구 녹사평대로 168-6
1378,음 세이로무시,세이로무시,서울특별시 강남구 논현로 149길 51
1379,효자바베,효플레이트,서울특별시 종로구 자하문로 1길 42
1380,꼼모아,비프 웰링턴,서울특별시 용산구 신흥로 56
1381,미술집,나폴리감자전,서울특별시 강남구 강남대로 156길 40
1382,아마센,아이스 우동,서울특별시 종로구 자하문로 43
1383,구상부대찌개,부대전골,서울특별시 강동구 강동대로 53길 12
1384,라운드어바웃,히모가와 우동,서울특별시 용산구 이태원로 259-1
1385,뿌리온더플레이트,뿌리밭채소피자,서울특별시 종로구 계동길 57
1386,슈퍼집,트리플치즈떡볶이,서울특별시 강남구 언주로 130길 14
1387,바바라스키친,매운짜장떡볶이,서울특별시 용산구 대사관로5길 17
1388,리얼시카고피자,시카고피자,서울특별시 종로구 대학로 10길 12
1389,신주닭발,신주닭발,서울특별시 마포구 와우산로 17길 24-3
1390,사랑방 참숯 화로구이,삼겹살,서울특별시 용산구 후암동 415-39
1391,홍대마늘떡볶이,통마늘김밥,서울특별시 마포구 홍익로5안길 24
1392,피자오,makeyourpizza,서울특별시 용산구 신흥로 15-1
1393,쿠시152,쿠시세트 A,서울특별시 강남구 삼성로 104길 16
1394,르꽁뜨와,프렌치 코스요리,서울특별시 강남구 신사동 650-13
1395,JW메리어트 동대문 더라운지,돔빙수,서울특별시 종로구 청계천로 279 종로6가 289-3 1층
1396,호텔수선화,"민트밀크티, 패션후르츠 에이드",서울특별시 중구 충무로 7길 17 4층 을지로3가 302-18 4층
1397,유유안,중식세트A,서울특별시 종로구 새문안로 97 11층
1398,포시즌스호텔서울 마루,월드오브빙수,서울특별시 종로구 새문안로 97
1399,브라더후드키친,다이너마이트 버거,서울특별시 강남구 봉은사로 4길 22
1400,합정옥,곱창전골,서울특별시 마포구 양화로1길 21
1401,런드리피자,포테이토피자,서울특별시 강남구 봉은사로 4길 22
1402,파불라,산니백육,서울특별시 강남구 도산대로81길 51
1403,대선칼국수,두부두루치기,서울특별시 종로구 자하문로4길 6
1404,도동집,"도동탕면, 도동비면",서울특별시 용산구 후암로 80 후암동 439-13 1층
1405,에그썸,마그마 오믈렛,서울특별시 관악구 봉천동 1626-5
1406,비엣콴,"쌀국수, 월남쌈",서울특별시 종로구 계동 102-1 2층
1407,밀도,담백식빵,서울특별시 성동구 성수동 1가 656-442
1408,까이식당,"치킨라이스, 치킨누들",서울특별시 서대문구 대현동 53-10
1409,어육장,지옥의 갈비찜,서울특별시 강남구 테헤란로 13길 12
1410,따빠마드레,해산물 빠에야,서울특별시 종로구 신문로 2가 1-251
1411,이도맨숀,한우 꼬냑등심,서울특별시 영등포구 국회대로 794
1412,달짜,동치미국수,서울특별시 마포구 망원로7길 44
1413,서촌 음료연구소,코코넛 아포가토 빙수,서울특별시 종로구 옥인길 11 누하동 83-3
1414,바베퐁차,"오일퐁듀, 양갈비",서울특별시 서초구 반포동 92-7 지하 1층
1415,토키야,닭냉채소바,서울특별시 마포구 동교로34길 21
1416,춘광사설,토마토라멘,서울특별시 용산구 신흥로26길 11-20 용산동2가 1-219 1층 춘광사설
1417,두꺼비닷컴,피자떡볶이,서울특별시 송파구 동남로 18길 39
1418,골목집,꼼장어,서울특별시 서대문구 홍제동 299-23
1419,토키바야마,창고나베,서울특별시 용산구 녹사평대로 40다길 2
1420,오!푸틴,모짜렐라 푸틴,서울특별시 용산구 이태원동 74-18 1층
1421,할라고,똠양꿍,서울특별시 강남구 압구정동 379
1422,목동해물,모둠조개찜,서울특별시 양천구 목동동로 226-13
1423,더 버거,양상추아보카도버거,서울특별시 용산구 녹사평대로 32길 22
1424,대삼식당,삼겹살,서울특별시 강남구 학동로 41길 23
1425,접대,꼬막무침과 소면,서울특별시 마포구 와우산로 21길 20-5
1426,녁,"라구 파스타, 아그루미 크림파스타",서울특별시 중구 수표로 65 강남빌딩 수표동 56-1 강남빌딩
1427,가드너아드리아,삼치파스타 싯가,서울특별시 강남구 압구정로 46길 73
1428,엘이베리코,이베리코 목살,서울특별시 강남구 압구정로28길 22-7
1429,노리테이블,마운트한라롤,서울특별시 용산구 녹사평대로 40가길 2-10
1430,우와,오꼬노미야끼,서울특별시 마포구 와우산로 21길 21-16
1431,한라산,제주 은갈치구이 솥밥,서울특별시 강남구 도산대로 81길 51
1432,다로베,깔조네,서울특별시 성동구 성수동1가 668-3
1433,외할머니라면,다슬기라면,서울특별시 서대문구 충정로2가 124
1434,무침프로젝트 홍어무침,홍어무침,서울특별시 마포구 망원동 411-22
1435,계식당,닭 특수부위구이,서울특별시 강남구 언주로 170길 37
1436,써머레인,크로아상 프렌치토스트,서울특별시 용산구 회나무로 26길 43
1437,티라벤토,실타래 빙수,서울특별시 용산구 녹사평대로26길 77-6 이태원동 96-72
1438,장작집,누룽지 통닭,서울특별시 마포구 월드컵북로6길 19
1439,르블란서,로스티드 치킨,서울특별시 종로구 수표로 28길 30
1440,오사카하루,야끼니꾸 부위별,서울특별시 송파구 올림픽로 32길 19-15
1441,미라이,사바산도,서울특별시 강남구 논현로 153길 24
1442,혜민당,서양배 타르트,서울특별시 중구 을지로2가 101-37
1443,도치피자,스타피자,서울특별시 성동구 연무장길 7
1444,옥상휴게소,계란말이,서울특별시 마포구 공덕동 256-5 2층
1445,군침,오늘의 메뉴,서울특별시 마포구 망원동 410-31
1446,광장토스트,토스트,서울특별시 종로구 창경궁로 88 광장시장 동부 B24호
1447,털보네 꼼장어 닭발,돼지 꼬랑지 구이,서울특별시 용산구 대사관로 63
1448,커피반점,총좌빙토스트,서울특별시 용산구 원효로 84길 21 1층
1449,생고기제작소 당산역점,"육회, 소고기",서울특별시 영등포구 당산로47길 8 당산동6가 314 당일빌딩1층
1450,용호낙지 여의도2호점,낙지,서울특별시 영등포구 국회대로74길 10 여의도동 13-17 굿피플빌딩 1층
1451,사이치킨,사이치킨,서울특별시 종로구 백석동길 1 부암동 257-3
1452,린찐,인절미탕수육,서울특별시 강동구 성내3동 448-21
1453,마포나루,"닭찜, 볶음밥",서울특별시 마포구 도화동 201-39
1454,다성일식,회,서울특별시 서대문구 창천동 72-36
1455,깃대봉냉면,냉면,서울특별시 종로구 숭인동 56-25
1456,조선옥,양념소갈비,서울특별시 중구 을지로3가 229-1
1457,서린낙지,"낚지볶음, 베이컨소시지볶음",서울특별시 종로구 종로1가 24 르메이에르 종로타운 2층
1458,만포막국수,"왕손만두, 찜닭",서울특별시 중구 다산동 425-18
1459,황주집,순곱창,서울특별시 강북구 번1동 463-45
1460,하얀집,"오리모둠, 오리보쌈",서울특별시 중구 퇴계로 86길 15-29 신당5동 141-12
1461,충주집,오돌뼈,서울특별시 동대문구 제기동 138-2
1462,바비큐 큐브,큐브세트,서울특별시 용산구 이촌동 301-19
1463,연히동칼국수,"칼국수, 수육",서울특별시 서대문구 연희동 131-29
1464,꽃지,"꽃게장, 꽃게찜",서울특별시 강남구 삼성동 160-18
1465,양미옥,특양구이,서울특별시 중구 을지로3가 161
1466,연평도 꽃게아구낙지,"꽃게백숙, 간장게장",서울특별시 성동구 마장동 767-36
1467,코끼리분식,즉석떡볶이,서울특별시 마포구 도화동 345-4
1468,피자리움,이태리 피자,서울특별시 용산구 이태원동 529
1469,땡초곱창,"양념곱창, 땡초곱창",서울특별시 중구 황학동 1218
1470,태영식당,된장박이삼겹살,서울특별시 구로구 구로5동 30-2
1471,사발,"궁중국수, 비빔국수",서울특별시 종로구 내수동 72 경희궁의아침 3단지 1층
1472,팔일삼,"양은솥밥, 생돼지김치찌개",서울특별시 강남구 신사동 514-9
1473,애플하우스,"즉석떡볶이, 일반 떡볶이",서울특별시 서초구 반포동 978 신반포로 50
1474,예티,인도음식,서울특별시 마포구 와우산로18길 10 서교동 360-22 2층
1475,둥구나무,"도토리묵사발, 메밀쌀산채쟁반",서울특별시 관악구 대학동 238-9
1476,담장옆에국화꽃,"스페셜 빙수, 전통퓨전떡",서울특별시 서초구 반포동 92-3
1477,할머니 왕파전,파전,서울특별시 동작구 노량진1동 119-178 2층
1478,영덕막회,"막회, 물회",서울특별시 강남구 역삼동 738-18
1479,문래옥,"뚝배기 된장찌개, 차돌박이",서울특별시 영등포구 선유로 17길 28 문래동6가 29-1
1480,웃사브,탄두리 모듬,서울특별시 마포구 상수동 93-102
1481,주,"삼선짜장면, 팔진탕면",서울특별시 서초구 동광로 19길 16 방배동 795-5
1482,종가집,고추장 오삼 주물럭,서울특별시 서초구 서초동 1580-5
1483,피터팬제과,무화과랑 고구마,서울특별시 서대문구 증가로 10 연희동 90-5
1484,맛기행사계절,여수식 갯장어 요리,서울특별시 관악구 봉천동 1632-4
1485,비진도 해물뚝배기,전복 해물뚝배기,서울특별시 서대문구 합동 21-23
1486,박가네 빈대떡,빈대떡,서울특별시 종로구 종로32길 7
1487,15콜룸바,"바비큐, 와인",서울특별시 강남구 논현동 243-15
1488,씨릴로,타코,서울특별시 용산구 이태원로 20길 2-8
1489,피자네버슬립스,피자,서울특별시 마포구 양화로6길 73
1490,양에 반하다,양고기,서울특별시 마포구 동교로 282
1491,고반식당,돼지고기,서울특별시 영등포구 여의대방로67길 21
1492,구르메천억집,회,서울특별시 송파구 법원로9길 26
1493,동원집,감자국,서울특별시 중구 입정동 272
1494,나인티모,"리조또류, 스파냐피자",서울특별시 용산구 이태원로 27가길 18
1495,충무호동복,"멍게비빔밥, 복국",서울특별시 강서구 화곡동 997-11
1496,충무호동복,복어,서울특별시 강서구 화곡로53길 10
1497,독도게찜,독도회코스,서울특별시 강남구 언주로 69길 8
1498,일미집,감자탕,서울특별시 용산구 후암동 194-3
1499,동원경양식,수제함박스테이크,서울특별시 용산구 용산동 2가 45-14
1500,청담순대국,순대국,서울특별시 강남구 청담동 17
1501,오돌이,오돌갈비,서울특별시 동대문구 용두동 235-23
1502,연탄불,닭양념구이,서울특별시 영등포구 당산동 3가 555-1
1503,왕십리순대국,"한판, 순대전골",서울특별시 종로구 이화동 99
1504,큰기와집,소갈비찜 정식,서울특별시 종로구 팔판동 66
1505,나구야,바다장어회,서울특별시 강남구 역삼동 733-26
1506,성수족발,족발,서울특별시 성동구 성수동2가 289-273
1507,레게치킨,레게치킨,서울특별시 마포구 동교동 147-19
1508,등나무집,"꼬리짐, 도가니탕",서울특별시 동작구 신대방동 687-14 대림로 52
1509,등나무집,소고기찜,서울특별시 동작구 신대방동 687-14 대림로 52
1510,백두한우곱창,"소곱창, 대창",서울특별시 강서구 등촌동 673-6
1511,운봉산장,"배갈비 수육, 생갈비 숯불구이",서울특별시 동작구 노량진동 309-18
1512,마당쇠산나무장작바베큐,내장 칼국수,서울특별시 강서구 공항동 45-1
1513,띵하우,꽃게튀김,서울특별시 마포구 연남동 224-35
1514,빠끼또,하몽 이베리꼬 배요따,서울특별시 마포구 성미산로 17길 4
1515,명동 곰돌이,"치킨소스, 참모밀국수",서울특별시 서초구 서초대로 55길 11
1516,서지스테이크,"스테이크, 김치볶음밥",서울특별시 용산구 남영동 33-4
1517,매운불족발구이,매운불족발,서울특별시 은평구 갈현동 400-1
1518,마루심,"하쯔마부시, 마루심 눈꽃세트",서울특별시 서초구 고무래로 10길 10
1519,도쿄팡야,"호두미소빵, 말차메론빵",서울특별시 강남구 신사동 543-8
1520,유자유김치떡볶이,김치떡볶이,서울특별시 성북구 인촌로 24길 47
1521,도우리,한정식,서울특별시 서초구 서초 4동 1692-5
1522,달콤한 거짓말,치즈파레트,"서울특별시 마포구 독막로 61-4 상수동 317-11 1, 2층"
1523,독,조폭불고기,서울특별시 동대문구 전농동 602-4
1524,쭈꾸미 달인,쭈꾸미 모듬 철판,서울특별시 노원구 상계동 595
1525,만나분식,"쫄볶이, 떡튀김",서울특별시 종로구 필운동 108-1
1526,돈까스 백반,돈까스 백반,서울특별시 종로구 신문로2가 1-152
1527,몰리스팝스,막대아이스크림,서울특별시시 마포구 서교동 332-20
1528,새암들,"새암들 정신, 해물닭볶음",서울특별시 서초구 서초동 1713-1
1529,팝컨테이너,오레오빙수,서울특별시 서대문구 창천동 5-11
1530,구스테이크,포터하우스,서울특별시 용산구 한남동 733-70
1531,미미네,떡볶이,서울특별시 마포구 서교동 367-1
1532,새우의 진수,꽃새우,서울특별시 강남구 강남대로 118길 61
1533,김군네통닭집,순살상추쌈,서울특별시 강남구 강남대로 162길 21
1534,오시아,쩌죠샐러드,서울특별시 서대문구 연희로 26길 20
1535,도토리불떡콩,불고기떡볶이,서울특별시 종로구 안국동 24-1
1536,두사라,두사라 세트,서울특별시 강남구 강남대로 154길 13
1537,시래옥,"시래기불고기, 고등어조림",서울특별시 서초구 서초1동 1675-13
1538,탐탐오향족발,족발,서울특별시 마포구 와우산로29길 48-6
1539,줄리에뜨,타르트,서울특별시 서초구 동광로 178 반포동 577-41
1540,소문난명물아구찜,생물 아귀찜,서울특별시 동대문구 장안동 183-23
1541,우주미,해물갈비찜,서울특별시 은평구 녹번동 185
1542,소프트리,"오리지날, 게랑드셀",서울특별시 서초구 서초대로 46길 3
1543,슬로피키친,슬로피조버거,서울특별시 마포구 서교동 332-27 지하 정면
1544,오리지널시카고피자,클래식토마토시카고피자,"서울특별시 마포구 서교동 395-78 3,4층"
1545,뽕신,퓨전 짬뽕,서울특별시 서대문구 신촌로 87-20 창천동 30-20
1546,조게찜터,조게찜,서울특별시 강동구 올림픽로 816
1547,빙봉,브런치테이스팅메뉴,서울특별시 용산구 회나무로 51 이태원2동 210-1
